xloc,yloc,sentence,parse,modparse
5.21,5.15,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.43,6.04,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.22,5.88,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.06,6.49,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.4,6.81,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.39,6.43,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.14,5.98,not very near to the left of the far edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.04,6.77,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.13,5.65,not very far behind the far half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.15,5.82,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.77,6.77,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.13,6.54,not very near to the left of the near half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.06,6.92,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.47,5.79,somewhat far behind the far left corner of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB far) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.3,6.61,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.61,6.2,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.15,6.67,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.59,6.36,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.63,5.77,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.93,6.56,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.72,6.12,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.53,6.84,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.37,5.74,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.55,6.54,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.89,6.2,not very near in front of the right edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.23,6.53,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.18,6.47,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.66,6.96,not very far in front of the middle of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.32,5.9,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.47,5.39,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.34,5.81,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.61,5.24,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.55,5.04,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.66,6.05,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.9,6.43,not very far to the right of the far left corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB far) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.77,5.5,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.36,5.74,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.09,5.19,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.21,6.72,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.79,5.01,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.06,6.15,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.98,5.7,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.51,6.46,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.5,5.93,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.16,6.41,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.43,6.85,somewhat far to the right of the near left corner of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB far) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB near) (VBN left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.46,6.22,in the middle of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.87,6.37,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.22,6.63,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.36,5.64,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.16,5.03,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.61,6.24,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.4,5.73,not very near behind the center of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN center)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.81,5.36,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.59,6.67,not very near to the left of the far right corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB far) (JJ right) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.55,5.42,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.55,5.74,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.53,6.77,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.15,5.22,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.26,6.19,on the middle of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.12,5.17,somewhat near in front of the near left corner of the table,(S1 (ADJP (RB somewhat) (JJ near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (JJ near) (IN in) (NN front) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (RB near) (VBN left) (NN corner)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.95,6.05,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.59,5.82,not very near behind the left edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN table)))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (IN behind)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN edge)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.57,5.54,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.29,5.37,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.05,6.34,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ far) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.13,6.99,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table))))
5.17,5.88,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.51,5.21,somewhat near to the right of the middle of the table,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))))))),(LOCATION-PHRASE (RELATION (RB somewhat) (RB near) (TO to) (DT the) (NN right) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (NN middle)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.77,5.37,in the near half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.23,5.56,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.0,6.83,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.28,5.32,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN in)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ left) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.05,5.79,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ near) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.98,5.29,on the right half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))),(LOCATION-PHRASE (RELATION (IN on)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN half)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
5.38,5.33,not very near to the left of the right side of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (DT the) (NN table)))))))))),(LOCATION-PHRASE (RELATION (RB not) (RB very) (RB near) (TO to) (DT the) (NN left) (IN of)) (LANDMARK-PHRASE (LANDMARK (DT the) (JJ right) (NN side)) (OF of) (LANDMARK-PHRASE (LANDMARK (DT the) (NN table)))))
